water,shellfish,LOCATION
virus,attack,SUBJECT
family,artifact,OWNER-USER
health,provider,OBJECTIVE
government,authority,ORGANIZE&SUPERVISE&AUTHORITY
asbestos,case,OTHER
telecommunication,operator,OBJECTIVE
tent,camp,CONTAIN
healing,process,EQUATIVE
home,defeat,LOCATION
iron,smelter,OBJECTIVE
associate,publisher,EQUATIVE
solo,album,OTHER
rape,case,OTHER
order,backlog,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
fishery,industry,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
holiday,traveler,TIME-OF1
gourmet,magazine,USER_RECIPIENT
salt,smuggling,OBJECTIVE
service,chief,RELATIONAL-NOUN-COMPLEMENT
city,history,RELATIONAL-NOUN-COMPLEMENT
time,offender,MEASURE
opposition,organization,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
college,sport,LOCATION
copper,company,CREATE-PROVIDE-GENERATE-SELL
development,space,PERFORM&ENGAGE_IN
car,producer,OBJECTIVE
computer,age,RELATIONAL-NOUN-COMPLEMENT
troop,movement,SUBJECT
commodity,price,RELATIONAL-NOUN-COMPLEMENT
manatee,death,SUBJECT
conspiracy,count,AMOUNT-OF
meters,final,MEASURE
golf,resort,PERFORM&ENGAGE_IN
acquisition,strategy,PERFORM&ENGAGE_IN
density,township,MEASURE
costume,jewelry,WHOLE+PART_OR_MEMBER_OF
truck,part,WHOLE+PART_OR_MEMBER_OF
Dr.,Katz,PERSONAL_TITLE
alcohol,production,OBJECTIVE
movie,buff,TOPIC_OF_EXPERT
incentive,package,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
veteran,group,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
weapon,fire,CREATOR-PROVIDER-CAUSE_OF
gasoline,terminal,PURPOSE
summer,game,TIME-OF1
anniversary,summit,TIME-OF1
vacuum,cleaner,MEANS
briefing,room,PERFORM&ENGAGE_IN
production,figure,TOPIC
advertising,industry,PERFORM&ENGAGE_IN
advertising,spending,PERFORM&ENGAGE_IN
month,result,MEASURE
office,politics,LOCATION
discussion,paper,PERFORM&ENGAGE_IN
museum,director,OBJECTIVE
sex,abuse,OTHER
poverty,roll,OTHER
therapy,session,CREATE-PROVIDE-GENERATE-SELL
warning,notice,EQUATIVE
crash,investigator,OBJECTIVE
business,deduction,JUSTIFICATION
health care,cost,RELATIONAL-NOUN-COMPLEMENT
development,aid,PERFORM&ENGAGE_IN
cult,following,WHOLE+ATTRIBUTE&FEATURE&QUALITY_VALUE_IS_CHARACTERISTIC_OF
manufacturing,facility,PERFORM&ENGAGE_IN
part,supplier,OBJECTIVE
reservation,clerk,PERFORM&ENGAGE_IN
electricity,generator,OBJECTIVE
soybean,market,PURPOSE
cow,ear,WHOLE+PART_OR_MEMBER_OF
trading,power,PERFORM&ENGAGE_IN
family,feud,SUBJECT
market,move,OBJECTIVE
deployment,force,PERFORM&ENGAGE_IN
currency,asset,EQUATIVE
vehicle,division,CREATE-PROVIDE-GENERATE-SELL
hour,discussion,MEASURE
marketing,ploy,PERFORM&ENGAGE_IN
settlement,construction,OBJECTIVE
extinguisher,repairman,OBJECTIVE
city,spokesman,EMPLOYER
vision,organization,PERFORM&ENGAGE_IN
cable,system,PURPOSE
performance,rating,OBJECTIVE
team,history,RELATIONAL-NOUN-COMPLEMENT
state,law,TOPIC
technology,zone,CONTAIN
investor,participation,SUBJECT
host,computer,EQUATIVE
order,accuracy,RELATIONAL-NOUN-COMPLEMENT
storage,system,PERFORM&ENGAGE_IN
desk,drawer,WHOLE+PART_OR_MEMBER_OF
Christie,Patterson,PERSONAL_NAME
technology,group,CREATE-PROVIDE-GENERATE-SELL
town,center,LOCATION
refugee,camp,CONTAIN
entertainment,pursuit,OBJECTIVE
electronics,division,CREATE-PROVIDE-GENERATE-SELL
dialysis,patient,RELATIONAL-NOUN-COMPLEMENT
lawn,service,OBJECTIVE
unification,fight,TOPIC
food,ration,SUBSTANCE-MATERIAL-INGREDIENT
hospital,stay,LOCATION
price,freeze,OBJECTIVE
management,skill,PERFORM&ENGAGE_IN
stadium,booster,OBJECTIVE
cash,donation,OBJECTIVE
drug,smuggler,OBJECTIVE
body,blow,OTHER
child,poverty,RELATIONAL-NOUN-COMPLEMENT
board,investigator,EMPLOYER
pretax,profit,TIME-OF1
phone,bank,CONTAIN
refrigerator,magnet,LOCATION
management,structure,RELATIONAL-NOUN-COMPLEMENT
brain,development,OBJECTIVE
government,oversight,SUBJECT
license,suspension,OBJECTIVE
management,charge,EQUATIVE
conduit,security,RELATIONAL-NOUN-COMPLEMENT
tunnel,digger,OBJECTIVE
property,dispute,TOPIC
talent,show,OBJECTIVE
pound,division,MEASURE
point,loser,MEASURE
shooting,incident,EQUATIVE
Howard,McVeigh,PERSONAL_NAME
city,name,RELATIONAL-NOUN-COMPLEMENT
street,crime,LOCATION
year,end,TIME-OF2
ghost,report,TOPIC
chip,set,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
petrochemical,complex,CREATE-PROVIDE-GENERATE-SELL
gas,grill,MEANS
blast,site,CONTAIN
energy,use,OBJECTIVE
consumer,perception,SUBJECT
exhaust,fume,EQUATIVE
profit,target,PURPOSE
law,professor,TOPIC
sting,operation,PERFORM&ENGAGE_IN
time,trial,LEXICALIZED
retirement,party,PURPOSE
service,winner,LEXICALIZED
defense,work,OTHER
arm,inflammation,LOCATION
stick,figure,PARTIAL_ATTRIBUTE_TRANSFER
consumer,concern,EXPERIENCER-OF-EXPERIENCE
office,equipment,LOCATION
hotel,group,OWNER-USER
output,growth,OBJECTIVE
investor,education,OBJECTIVE
artillery,advance,SUBJECT
future,market,PURPOSE
management,organization,PERFORM&ENGAGE_IN
trading,department,PERFORM&ENGAGE_IN
target,list,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
advance,sale,TIME-OF1
fashion,trendsetter,OBJECTIVE
administration,cost,RELATIONAL-NOUN-COMPLEMENT
state,regulator,EMPLOYER
brewery,stock,RELATIONAL-NOUN-COMPLEMENT
procurement,process,EQUATIVE
water,crisis,OTHER
investment,decision,TOPIC_OF_COGNITION&EMOTION
chain,armor,SUBSTANCE-MATERIAL-INGREDIENT
airport,lounge,LOCATION
bankruptcy,hearing,TOPIC
right,case,OTHER
strike,action,PERFORM&ENGAGE_IN
day,ordeal,MEASURE
support,center,PERFORM&ENGAGE_IN
fishing,trip,PERFORM&ENGAGE_IN
tire,problem,OTHER
currency,speculator,TOPIC
project,management,OBJECTIVE
magazine,title,RELATIONAL-NOUN-COMPLEMENT
protest,letter,TOPIC
network,system,PURPOSE
megabyte,drive,MEASURE
government,critic,OBJECTIVE
city,gent,LOCATION
pencil,pusher,LEXICALIZED
accident,investigation,OBJECTIVE
quality,look,MEASURE
skeleton,staff,PARTIAL_ATTRIBUTE_TRANSFER
police,killing,OBJECTIVE
investment,budget,PERFORM&ENGAGE_IN
sumo,wrestler,OTHER
helicopter,carrier,OBJECTIVE
finance,ministry,ORGANIZE&SUPERVISE&AUTHORITY
security,alert,TOPIC
core,revenue,ADJ-LIKE_NOUN
textile,salesman,OBJECTIVE
opposition,stronghold,OWNER-USER
Doctor,Lebowski,PERSONAL_TITLE
Leo,Gephardt,PERSONAL_NAME
accounting,change,OBJECTIVE
democracy,activist,OBTAIN&ACCESS&SEEK
treasury,share,RELATIONAL-NOUN-COMPLEMENT
product,glitch,OTHER
dumping,case,OTHER
toilet,paper,LOCATION
transplant,surgery,MEANS
student,group,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
operating,loss,CREATOR-PROVIDER-CAUSE_OF
class,member,WHOLE+PART_OR_MEMBER_OF
garment,sector,CREATE-PROVIDE-GENERATE-SELL
storm,fanatic,TOPIC_OF_COGNITION&EMOTION
home,match,LOCATION
inventory,problem,OTHER
year,mortgage,MEASURE
soybean,pit,PURPOSE
home,school,LOCATION
nurse,activism,SUBJECT
bank,document,OWNER-USER
reelection,race,PERFORM&ENGAGE_IN
pen,shape,RELATIONAL-NOUN-COMPLEMENT
airline,group,OWNER-USER
crash,test,MEANS
draft,agenda,EQUATIVE
settler,leader,EQUATIVE
fishing,ban,OBJECTIVE
trucking,company,PERFORM&ENGAGE_IN
northeast,shuttle,LOCATION
material,price,RELATIONAL-NOUN-COMPLEMENT
shoe,company,CREATE-PROVIDE-GENERATE-SELL
export,activity,PERFORM&ENGAGE_IN
nose,guard,PURPOSE
parliament,deputy,WHOLE+PART_OR_MEMBER_OF
chat,session,PERFORM&ENGAGE_IN
leather,shoe,SUBSTANCE-MATERIAL-INGREDIENT
member,turnover,OBJECTIVE
broadcast,time,TIME-OF2
month,revenue,MEASURE
priority,list,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
vegetarian,dish,USER_RECIPIENT
design,house,PERFORM&ENGAGE_IN
unemployment,level,AMOUNT-OF
mob,loot,OWNER-USER
furniture,sale,OBJECTIVE
transistor,radio,MEANS
street,market,LOCATION
inflation,report,TOPIC
museum,curator,OBJECTIVE
air,conditioning,OBJECTIVE
vaccine,boycott,OBJECTIVE
industry,data,TOPIC
ballast,tank,CONTAIN
press,secretary,ORGANIZE&SUPERVISE&AUTHORITY
testing,program,PERFORM&ENGAGE_IN
oil,shortage,RELATIONAL-NOUN-COMPLEMENT
partnership,deal,TOPIC
drum,machine,EQUATIVE
dollar,debt,MEASURE
pollution,equipment,PERFORM&ENGAGE_IN
food,guru,TOPIC_OF_EXPERT
arms,issue,TOPIC
stadium,deal,TOPIC
summer,palace,TIME-OF1
conflict-of-interest,problem,OTHER
drug,deal,TOPIC
dairy,producer,OBJECTIVE
recovery,rate,RELATIONAL-NOUN-COMPLEMENT
government,revenue,OWNER-USER
drug,clinic,MITIGATE&OPPOSE
campaign,issue,TOPIC
print,advertising,MEANS
Mister,Nichols,PERSONAL_TITLE
trucking,service,EQUATIVE
Byron,James,PERSONAL_NAME
company,property,OWNER-USER
labour,productivity,RELATIONAL-NOUN-COMPLEMENT
consumer,loan,USER_RECIPIENT
evaluation,purpose,EQUATIVE
voucher,plan,MEANS
smelter,pollution,CREATOR-PROVIDER-CAUSE_OF
vehicle,operation,OBJECTIVE
hospital,official,EMPLOYER
wind,pattern,RELATIONAL-NOUN-COMPLEMENT
banking,stock,RELATIONAL-NOUN-COMPLEMENT
employment,statistic,TOPIC
test,procedure,PERFORM&ENGAGE_IN
medal,contender,OBJECTIVE
entertainment,company,PERFORM&ENGAGE_IN
drug,cost,RELATIONAL-NOUN-COMPLEMENT
robot,spider,EQUATIVE
whirlwind,tour,PARTIAL_ATTRIBUTE_TRANSFER
crunch,time,TIME-OF2
yard,gain,MEASURE
clan,compound,OWNER-USER
productivity,sharing,CREATE-PROVIDE-GENERATE-SELL
government,supervision,SUBJECT
holiday,destination,TIME-OF1
church,basement,LOCATION
screening,room,PERFORM&ENGAGE_IN
world,security,RELATIONAL-NOUN-COMPLEMENT
day,mission,MEASURE
league,leader,OBJECTIVE
production,sector,PERFORM&ENGAGE_IN
soccer,fan,RELATIONAL-NOUN-COMPLEMENT
time,buyer,MEASURE
car,body,WHOLE+PART_OR_MEMBER_OF
highway,robbery,LOCATION
finance,subcommittee,ORGANIZE&SUPERVISE&AUTHORITY
laser,application,MEANS
team,trainer,OBJECTIVE
traffic,system,PURPOSE
storm,front,WHOLE+PART_OR_MEMBER_OF
shuttle,operation,OBJECTIVE
mortgage,firm,CREATE-PROVIDE-GENERATE-SELL
options,market,PURPOSE
media,exposure,OTHER
system,division,ORGANIZE&SUPERVISE&AUTHORITY
insurance,official,ORGANIZE&SUPERVISE&AUTHORITY
wage,system,OTHER
drug,mafia,CREATE-PROVIDE-GENERATE-SELL
tobacco,legislation,TOPIC
policy,chief,RELATIONAL-NOUN-COMPLEMENT
landmark,property,EQUATIVE
workstation,sale,OBJECTIVE
pay,bargaining,TOPIC
steel,market,PURPOSE
procurement,policy,TOPIC
semifinal,winner,OBJECTIVE
oak,stand,SUBSTANCE-MATERIAL-INGREDIENT
privacy,law,TOPIC
shop,burning,OBJECTIVE
newspaper,office,CREATE-PROVIDE-GENERATE-SELL
high-yield,security,RELATIONAL-NOUN-COMPLEMENT
garbage,man,PURPOSE
computer,part,WHOLE+PART_OR_MEMBER_OF
security,spokesman,EMPLOYER
seed,company,EQUATIVE
dollar,term,MEASURE
sale,growth,OBJECTIVE
trademark,rights,OBTAIN&ACCESS&SEEK
security,pact,TOPIC
rejection,rate,RELATIONAL-NOUN-COMPLEMENT
art,thief,OBJECTIVE
associate,coach,EQUATIVE
minute,interview,MEASURE
book,market,PURPOSE
hate,group,PERFORM&ENGAGE_IN
homecourt,advantage,EQUATIVE
leather,jacket,SUBSTANCE-MATERIAL-INGREDIENT
automobile,plant,CREATE-PROVIDE-GENERATE-SELL
coca,grower,OBJECTIVE
village,elder,WHOLE+PART_OR_MEMBER_OF
technology,leader,OTHER
felony,charge,EQUATIVE
hour,delay,MEASURE
radiation,exposure,OTHER
telecom,sector,CREATE-PROVIDE-GENERATE-SELL
mass,resignation,ADJ-LIKE_NOUN
home,purchase,OBJECTIVE
cease-fire,accord,TOPIC
animal,fatigue,EXPERIENCER-OF-EXPERIENCE
management,committee,PERFORM&ENGAGE_IN
pregame,show,TIME-OF1
accounting,service,EQUATIVE
affair,officer,ORGANIZE&SUPERVISE&AUTHORITY
recycling,company,PERFORM&ENGAGE_IN
tennis,championship,EQUATIVE
party,member,WHOLE+PART_OR_MEMBER_OF
enforcement,chief,PERFORM&ENGAGE_IN
insurance,company,PERFORM&ENGAGE_IN
smuggling,operation,PERFORM&ENGAGE_IN
comfort,food,CREATE-PROVIDE-GENERATE-SELL
railway,official,EMPLOYER
goodwill,visit,OTHER
fire,detection,OBJECTIVE
heart,operation,OTHER
velvet,jean,SUBSTANCE-MATERIAL-INGREDIENT
family,saga,TOPIC
site,manager,OBJECTIVE
maple,leaf,WHOLE+PART_OR_MEMBER_OF
offspring,protection,OBJECTIVE
mass,rally,ADJ-LIKE_NOUN
studio,lot,CONTAIN
shuttle,commander,OBJECTIVE
rebel,attack,SUBJECT
marketing,tool,PERFORM&ENGAGE_IN
debt,refinancing,OBJECTIVE
core,soldier,ADJ-LIKE_NOUN
character,trait,RELATIONAL-NOUN-COMPLEMENT
week,delay,MEASURE
banking,arm,PERFORM&ENGAGE_IN
testing,system,PERFORM&ENGAGE_IN
output,datum,TOPIC
fighter,bomber,EQUATIVE
phytoplankton,concentration,AMOUNT-OF
college,yearbook,TOPIC
mass,layoff,ADJ-LIKE_NOUN
aramid,fiber,SUBSTANCE-MATERIAL-INGREDIENT
advertising,page,PERFORM&ENGAGE_IN
computer,data,LOCATION
colon,cancer,LOCATION
airline,industry,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
granite,wall,SUBSTANCE-MATERIAL-INGREDIENT
point,spread,MEASURE
hour,tour,MEASURE
opposition,official,EMPLOYER
business,datum,TOPIC
gun,protection,OBJECTIVE
compensation,payment,OBJECTIVE
office,market,OTHER
day,ticket,MEASURE
lede,story,EQUATIVE
draft,law,TOPIC
writing,skill,PERFORM&ENGAGE_IN
missile,division,CREATE-PROVIDE-GENERATE-SELL
chemotherapy,treatment,MEANS
car,service,MEANS
car,rental,OBJECTIVE
stat,sheet,TOPIC
factory,order,USER_RECIPIENT
land,program,OTHER
currency,rating,OBJECTIVE
shareholding,structure,RELATIONAL-NOUN-COMPLEMENT
feed,cost,RELATIONAL-NOUN-COMPLEMENT
branch,chief,RELATIONAL-NOUN-COMPLEMENT
creditor,committee,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
bank,source,EMPLOYER
spring,crop,TIME-OF1
silver,price,RELATIONAL-NOUN-COMPLEMENT
product,development,OBJECTIVE
aids,treatment,MITIGATE&OPPOSE
nursing,center,PERFORM&ENGAGE_IN
draft,agreement,EQUATIVE
solo,performance,EQUATIVE
purse,string,WHOLE+PART_OR_MEMBER_OF
expansion,effort,PERFORM&ENGAGE_IN
employment,cost,RELATIONAL-NOUN-COMPLEMENT
electricity,output,AMOUNT-OF
clay,pot,SUBSTANCE-MATERIAL-INGREDIENT
market,force,LOCATION
transportation,equipment,PERFORM&ENGAGE_IN
police,personnel,EMPLOYER
literature,prize,JUSTIFICATION
throwing,knife,PERFORM&ENGAGE_IN
court,permission,SUBJECT
holiday,company,OTHER
budget,submission,OBJECTIVE
consulting,service,EQUATIVE
velvet,coat,SUBSTANCE-MATERIAL-INGREDIENT
fare,cut,OBJECTIVE
murder,scene,RELATIONAL-NOUN-COMPLEMENT
takeover,lawyer,OTHER
residence,permit,PERFORM&ENGAGE_IN
opposition,camp,CONTAIN
refinery,modification,OBJECTIVE
manufacturing,productivity,RELATIONAL-NOUN-COMPLEMENT
industry,problem,OTHER
mountain,bike,LOCATION
telecommunication,giant,PERFORM&ENGAGE_IN
flight,control,OBJECTIVE
genocide,suspect,OTHER
childcare,center,CREATE-PROVIDE-GENERATE-SELL
cocaine,paste,SUBSTANCE-MATERIAL-INGREDIENT
car,operation,CREATE-PROVIDE-GENERATE-SELL
afternoon,shower,TIME-OF1
military,target,RELATIONAL-NOUN-COMPLEMENT
citizen,right,OWNER-USER
Ryan,Rutherford,PERSONAL_NAME
siege,toll,AMOUNT-OF
care,organization,CREATE-PROVIDE-GENERATE-SELL
citizen,panel,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
committee,aide,EMPLOYER
bus,schedule,RELATIONAL-NOUN-COMPLEMENT
downtown,redevelopment,OBJECTIVE
cooperation,accord,TOPIC
city,inspector,EMPLOYER
merger,proposal,OBJECTIVE
country,gentleman,LOCATION
immigration,policy,TOPIC
conservation,project,PERFORM&ENGAGE_IN
woman,student,EQUATIVE
leather,accessory,SUBSTANCE-MATERIAL-INGREDIENT
crime,spree,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
wealth,effect,WHOLE+ATTRIBUTE&FEATURE&QUALITY_VALUE_IS_CHARACTERISTIC_OF
pay,gap,OTHER
core,gunfight,ADJ-LIKE_NOUN
degrees,longitude,MEASURE
arbitration,agreement,TOPIC
infantry,vehicle,OWNER-USER
traffic,delay,SUBJECT
voter,database,TOPIC
percentage,rate,RELATIONAL-NOUN-COMPLEMENT
pharmacy,shelf,LOCATION
railroad,crossing,OTHER
computer,consultant,TOPIC
dollar,decline,SUBJECT
police,spokesman,EMPLOYER
band,leader,OBJECTIVE
insurance,system,PERFORM&ENGAGE_IN
business,issue,TOPIC
tourist,revenue,CREATOR-PROVIDER-CAUSE_OF
umbrella,salesman,OBJECTIVE
analysis,team,PERFORM&ENGAGE_IN
news,headline,TOPIC
labour,candidate,EMPLOYER
art,fair,RELATIONAL-NOUN-COMPLEMENT
incumbency,advantage,CREATOR-PROVIDER-CAUSE_OF
management,position,PERFORM&ENGAGE_IN
interest,income,CREATOR-PROVIDER-CAUSE_OF
group,sale,OBJECTIVE
protest,vote,EQUATIVE
nursing,shortage,RELATIONAL-NOUN-COMPLEMENT
repeat,performance,EQUATIVE
lending,officer,PERFORM&ENGAGE_IN
morning,newspaper,TIME-OF1
restraint,system,PERFORM&ENGAGE_IN
research,funding,OBJECTIVE
surprise,hit,EQUATIVE
import,quota,MITIGATE&OPPOSE
cardboard,tray,SUBSTANCE-MATERIAL-INGREDIENT
earnings,growth,OBJECTIVE
drug,enthusiast,TOPIC_OF_COGNITION&EMOTION
mozzarella,cheese,EQUATIVE
office,complex,CONTAIN
bonus,plan,OBJECTIVE
pension,law,TOPIC
family,value,EXPERIENCER-OF-EXPERIENCE
loyalist,troop,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
car,manufacturer,OBJECTIVE
year,term,MEASURE
border,enclave,LOCATION
key,figure,ADJ-LIKE_NOUN
core,mountain,ADJ-LIKE_NOUN
government,coffer,OWNER-USER
relief,plane,CREATE-PROVIDE-GENERATE-SELL
storm,damage,CREATOR-PROVIDER-CAUSE_OF
Isaac,Brantz,PERSONAL_NAME
underwear,fetishism,TOPIC_OF_COGNITION&EMOTION
state,asset,OWNER-USER
timber,production,OBJECTIVE
rookie,pitcher,EQUATIVE
food,operator,CREATE-PROVIDE-GENERATE-SELL
refining,operation,PERFORM&ENGAGE_IN
cosmetic,saleswoman,OBJECTIVE
security,police,CREATE-PROVIDE-GENERATE-SELL
unemployment,report,TOPIC
storage,unit,PERFORM&ENGAGE_IN
state,prosecution,SUBJECT
mountain,goat,LOCATION
dust,mite,OTHER
eye,makeup,LOCATION
glass,door,SUBSTANCE-MATERIAL-INGREDIENT
computer,ranking,MEANS
supply,shortage,RELATIONAL-NOUN-COMPLEMENT
quarter,charge,TIME-OF1
comedy,series,TOPIC
bird,damage,CREATOR-PROVIDER-CAUSE_OF
aid,effort,PERFORM&ENGAGE_IN
exploration,activity,EQUATIVE
government,weakness,RELATIONAL-NOUN-COMPLEMENT
apartment,complex,CONTAIN
coloratura,ornament,PURPOSE
bike,race,MEANS
grain,elevator,OBJECTIVE
party,faction,WHOLE+PART_OR_MEMBER_OF
grape,soda,PARTIAL_ATTRIBUTE_TRANSFER
hour,service,MEASURE
construction,manager,OBJECTIVE
design,world,PERFORM&ENGAGE_IN
clergy,member,WHOLE+PART_OR_MEMBER_OF
tobacco,store,CREATE-PROVIDE-GENERATE-SELL
latex,glove,SUBSTANCE-MATERIAL-INGREDIENT
fan,site,USER_RECIPIENT
entertainment,executive,RELATIONAL-NOUN-COMPLEMENT
supply,center,CREATE-PROVIDE-GENERATE-SELL
core,information,ADJ-LIKE_NOUN
bike,accessory,PURPOSE
audience,member,WHOLE+PART_OR_MEMBER_OF
ranger,station,OWNER-USER
food,writer,TOPIC
marketing,service,EQUATIVE
year,loan,MEASURE
trade,barrier,MITIGATE&OPPOSE
market,concern,TOPIC_OF_COGNITION&EMOTION
entertainment,analyst,OBJECTIVE
premium,rate,OTHER
laboratory,shelf,LOCATION
baby,picture,RELATIONAL-NOUN-COMPLEMENT
production,technology,PERFORM&ENGAGE_IN
book,shop,CREATE-PROVIDE-GENERATE-SELL
sport,column,TOPIC
bypass,operation,PERFORM&ENGAGE_IN
insurance,rate,RELATIONAL-NOUN-COMPLEMENT
sham,secretin,EQUATIVE
cost,advantage,CREATOR-PROVIDER-CAUSE_OF
quota,increase,OBJECTIVE
tax,increase,OBJECTIVE
copyright,piracy,OBJECTIVE
warehouse,space,LOCATION
Jeremy,Jacobson,PERSONAL_NAME
gas,consumption,OBJECTIVE
century,art,TIME-OF1
train,system,PURPOSE
chip,maker,OBJECTIVE
rock,performance,PERFORM&ENGAGE_IN
sector,leader,OBJECTIVE
night,meeting,TIME-OF1
blues,aficionado,RELATIONAL-NOUN-COMPLEMENT
tuberculosis,strain,VARIETY&GENUS_OF
comedy,show,EQUATIVE
turbulence,injury,CREATOR-PROVIDER-CAUSE_OF
industry,representative,EMPLOYER
family,structure,RELATIONAL-NOUN-COMPLEMENT
navigation,equipment,PERFORM&ENGAGE_IN
timber,industry,CREATE-PROVIDE-GENERATE-SELL
minority,applicant,WHOLE+PART_OR_MEMBER_OF
court,building,EQUATIVE
job,stress,CREATOR-PROVIDER-CAUSE_OF
gallery,director,OBJECTIVE
peacetime,expansion,TIME-OF1
ozone,policy,TOPIC
conservancy,project,PERFORM&ENGAGE_IN
due process,right,OBTAIN&ACCESS&SEEK
lump,sum,PARTIAL_ATTRIBUTE_TRANSFER
stock,analyst,OBJECTIVE
marketing,purpose,EQUATIVE
love,life,OTHER
team,owner,OBJECTIVE
manufacturing,operation,PERFORM&ENGAGE_IN
disaster,relief,MITIGATE&OPPOSE
analyst,estimate,SUBJECT
ruble,zone,CONTAIN
subway,platform,USER_RECIPIENT
supremacist,group,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
football,history,RELATIONAL-NOUN-COMPLEMENT
Max,Martinez,PERSONAL_NAME
cooking,fork,PERFORM&ENGAGE_IN
studio,executive,RELATIONAL-NOUN-COMPLEMENT
army,patrol,EMPLOYER
clothing,retailer,OBJECTIVE
tobacco,grower,OBJECTIVE
traffic,death,CREATOR-PROVIDER-CAUSE_OF
crime,boss,RELATIONAL-NOUN-COMPLEMENT
equities,transaction,OBJECTIVE
aids,researcher,OBJECTIVE
rock,formation,SUBSTANCE-MATERIAL-INGREDIENT
water,utility,CREATE-PROVIDE-GENERATE-SELL
service,level,WHOLE+ATTRIBUTE&FEATURE&QUALITY_VALUE_IS_CHARACTERISTIC_OF
grandmother,house,OWNER-USER
hour,trip,MEASURE
state,expense,SUBJECT
government,proposal,SUBJECT
travel,market,PURPOSE
rock,cocaine,PARTIAL_ATTRIBUTE_TRANSFER
toxicology,test,OBJECTIVE
semiconductor,stock,RELATIONAL-NOUN-COMPLEMENT
training,range,PERFORM&ENGAGE_IN
copper,inventory,SUBSTANCE-MATERIAL-INGREDIENT
investment,property,PERFORM&ENGAGE_IN
carpet,shopping,OBTAIN&ACCESS&SEEK
motel,room,LOCATION
state,convention,OWNER-USER
egghead,sensibility,RELATIONAL-NOUN-COMPLEMENT
inch,model,MEASURE
pest,control,OBJECTIVE
winter,ball,TIME-OF1
commando,unit,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
telephone,traffic,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
fund,shortage,RELATIONAL-NOUN-COMPLEMENT
fruit,stand,CREATE-PROVIDE-GENERATE-SELL
fan,interview,OBJECTIVE
insider,information,OWNER-USER
processing,equipment,PERFORM&ENGAGE_IN
ballot,proposal,LOCATION
plastics,manufacturer,OBJECTIVE
point,underdog,MEASURE
school,property,OWNER-USER
killer,pass,PARTIAL_ATTRIBUTE_TRANSFER
morale,problem,OTHER
pocket,protector,OBJECTIVE
investor,buying,SUBJECT
return,leg,WHOLE+PART_OR_MEMBER_OF
breakup,fee,PERFORM&ENGAGE_IN
treatment,plan,OBJECTIVE
personality,trait,RELATIONAL-NOUN-COMPLEMENT
market,economy,OTHER
chenille,robe,SUBSTANCE-MATERIAL-INGREDIENT
core,flier,ADJ-LIKE_NOUN
wiring,problem,OTHER
football,playoff,EQUATIVE
fruit,growing,OBJECTIVE
customs,system,PURPOSE
bike,user,OBJECTIVE
concert,stage,PURPOSE
basketball,poll,TOPIC
container,vessel,PURPOSE
spring,rain,TIME-OF1
aircraft,depreciation,SUBJECT
mining,community,PERFORM&ENGAGE_IN
arms,production,OBJECTIVE
traffic,stop,USER_RECIPIENT
pit,crew,LOCATION
hour,comedy,MEASURE
garage,band,LOCATION
water,sector,CREATE-PROVIDE-GENERATE-SELL
worm,raising,OBJECTIVE
hospital,unit,WHOLE+PART_OR_MEMBER_OF
court,show,OBJECTIVE
weight,problem,OTHER
equity,holder,OBJECTIVE
highway,repair,OBJECTIVE
poker,machine,PERFORM&ENGAGE_IN
border,river,LOCATION
autonomy,accord,TOPIC
television,critic,OBJECTIVE
factory,automation,OBJECTIVE
fund,program,PERFORM&ENGAGE_IN
security,body,ORGANIZE&SUPERVISE&AUTHORITY
debt,repayment,OBJECTIVE
fuel,cost,RELATIONAL-NOUN-COMPLEMENT
sewer,overflow,SUBJECT
mainframe,sale,OBJECTIVE
loan,guarantee,OBJECTIVE
minute,session,MEASURE
parliament,committee,EMPLOYER
water,condition,RELATIONAL-NOUN-COMPLEMENT
manufacturing,site,PERFORM&ENGAGE_IN
victim,right,OWNER-USER
oxide,concentration,AMOUNT-OF
allergy,sufferer,CREATOR-PROVIDER-CAUSE_OF
base,rate,RELATIONAL-NOUN-COMPLEMENT
whale,killing,OBJECTIVE
trash,landfill,CONTAIN
opera,buff,TOPIC_OF_EXPERT
management,course,TOPIC
chief,economist,ADJ-LIKE_NOUN
holiday,greeting,TOPIC
peace,dialogue,TOPIC
division,match,PERFORM&ENGAGE_IN
disarmament,conference,TOPIC
privacy,group,OTHER
bank,problem,OTHER
acre,island,MEASURE
cash,income,SUBSTANCE-MATERIAL-INGREDIENT
